offset	tamanho_bytes	encoding	texto	texto_traduzido	tamanho_bytes_traduzido
0x951fa8c	51	latin-1	That's right...this is no trick.|It is true power.	Isso mesmo..isso nao eh truque.|Eh poder verdadeiro.	52
0x951fad0	27	shift_jis	It's useless. I told you...	Eh inutil. Te disse..	21
0x951fafc	30	shift_jis	I can read your every thought.	Posso ler cada pensamento seu.	31
0x9751134	26	shift_jis	So...you used the other...	Entao..vc usou o outro..	28
0x9751160	39	shift_jis	I...I wasn't able to read the future...	Eu..nao consegui ler o futuro..	32
0x9751198	46	latin-1	A strong man doesn't need to read|the future.	Um homem forte nao precisa ler|o futuro.	40
0x97511d8	17	shift_jis	He makes his own.	Ele faz o proprio.	18
0x97511fc	13	shift_jis	Perhaps so...	Talvez..	8
0x975121c	30	shift_jis	But I will read your future...	Mas vou ler seu futuro..	25
0x975124c	53	latin-1	To get to Metal Gear's|underground maintenance base,	P/ chegar a base de manutencao|subterranea do Metal Gear	59
0x9751294	44	latin-1	...you have to go through|that hidden door.	..vc tem que passar|por aquela porta escondida.	50
0x97512d4	43	latin-1	There's a hidden door|behind the bookcase.	Ha uma porta escondida|atras da estante.	40
0x9751310	21	shift_jis	The overland route...	A rota terrestre..	19
0x9751338	32	shift_jis	it's blocked by frozen glaciers.	esta bloqueada por geleiras..	39
0x975136c	33	shift_jis	Go past the Communication Towers.	Passe pelas Torres de Comunicacao.	33
0x97513a0	29	shift_jis	Then use the tower's walkway.	Depois use a passarela da torre.	32
0x9a5f120	28	shift_jis	Why are you telling me this?	Pq vc esta me contando isso?	31
0x9a5f150	26	shift_jis	I can read people's minds.	Eu posso ler mentes.	30
0x9a5f17c	63	latin-1	In my lifetime, I have read the pasts,|presents and futures...	Na minha vida, li os passados,|presentes e futuros..	53
0x9a5f1cc	48	latin-1	of thousands upon thousands of|men and women...	de milhares e milhares de|homens e mulheres..	48
0x9a5f210	13	shift_jis	Oh...gross...	Ah..nojento..	14
0x9a5f230	35	shift_jis	And each mind that I peered into...	E cada mente que espiei..	25
0x9a5f264	54	latin-1	was stuffed with the same|single object of obsession.	estava entulhada com o mesmo|objeto unico de obsessao.	55
0x9a5f2ac	59	latin-1	That selfish and atavistic desire|to pass on one's seed...	Aquele desejo egoista|de passar adiante sua semente..	65
0x9a5f2f8	33	shift_jis	...it was enough to make me sick.	..era suficiente p/ me dar nojo.	33
0x9a5f32c	74	latin-1	Every living thing on this planet exists|to mindlessly pass on their DNA.	Todo ser vivo neste planeta existe|p/ passar seu DNA sem pensar.	66
0x9a5f388	24	shift_jis	We're designed that way.	Fomos projetados assim.	21
0x9a5f3b4	28	shift_jis	And that's why there is war.	E eh pq ha guerra.	17
0x9a5f3e4	10	shift_jis	But you...	Mas vc..	11
0x9a5f400	23	shift_jis	...you are different...	..vc eh diferente..	22
0x9a5f428	22	shift_jis	You're the same as us.	Vc eh igual a nos.	20
0x9a5f450	27	shift_jis	We have no past, no future.	Nao temos passado,nem futuro	30
0x9a5f47c	22	shift_jis	We live in the moment.	Vivemos no momento.	18
0x9a5f4a4	24	shift_jis	That's our only purpose.	Esse e nosso unico proposito	30
0x9a5f4d0	55	latin-1	Humans weren't designed to bring|each other happiness.	Humanos nao foram projetados p/ fazer|os outros felizes.	67
0x9a5f518	46	latin-1	From the moment we're thrown|into this world,	Desde o momento que somos jogados|neste mundo,	44
0x9a5f558	61	latin-1	we're fated to bring each other|nothing but pain and misery.	estamos fadados a propagar|nada alem de dor e miseria.	70
0x9a5f5a8	57	latin-1	The first person who's mind I dove into|was my father's.	A primeira pessoa em cuja mente mergulhei|foi meu pai.	54
0x9a5f5f4	58	latin-1	I saw nothing but disgust and|hatred for me in his heart.	Vi nada alem de nojo e|odio por mim em seu coracao.	52
0x9a5f640	31	shift_jis	My mother died in childbirth...	Minha mae morreu no parto..	26
0x9a5f670	28	shift_jis	and he despised me for it...	e ele me desprezava por isso..	31
0x9a5f6a0	42	latin-1	I thought my father was going to|kill me.	Pensei que meu pai ia|me matar.	31
0x9a5f6dc	34	shift_jis	That's when my future disappeared.	Foi quando meu futuro desapareceu.	33
0x9a5f710	23	shift_jis	I lost my past as well.	Perdi meu passado tbm.	21
0x9a5f738	54	latin-1	When I came to, the village was|engulfed in flames...	Quando acordei, a vila estava|envolvida em chamas..	50
0x9a5f780	55	latin-1	Are you saying that you burned|your village down to...	Vc esta dizendo que queimou|sua vila p/..	45
0x9a5f7c8	15	shift_jis	bury your past?	apagar o passado	20
0x9a5f7e8	47	latin-1	I see that you have suffered|the same trauma.	Vejo que vc sofreu|o mesmo trauma.	36
0x9a5f828	37	latin-1	We are truly the same, |you and I...	Somos verdadeiramente iguais,|vc e eu..	42
0xa1ea134	71	latin-1	...The world is a more interesting place|with people like you in it...	..O mundo eh um lugar mais interessante|com pessoas como vc nele..	74
0xa1ea18c	45	latin-1	I never agreed with the Boss's|revolution...	Nunca concordei com a revolucao|do Chefe..	43
0xa1ea1cc	49	latin-1	His dreams of world conquest|do not interest me.	Seus sonhos de conquista mundial|nao me interessam.	54
0xa1ea210	59	latin-1	I just wanted an excuse to kill|as many people as I could.	So queria uma desculpa p/ matar|o maximo de pessoas possível	62
0xa1ea25c	15	shift_jis	You monster...!	Seu monstro..!	14
0xa1ea27c	13	shift_jis	Let him talk.	Deixe-o falar.	13
0xa1ea29c	31	shift_jis	He doesn't have much time left.	Ele nao tem muito tempo restante	33
0xa1ea2cc	20	shift_jis	I've seen true evil.	Vi o mal verdadeiro.	19
0xa1ea2f4	10	shift_jis	You Snake.	Vc Snake.	11
0xa1ea310	28	shift_jis	You're just like the Boss...	Vc eh igual ao Chefe..	25
0xa1ea340	17	shift_jis	No, you're worse.	Nao, vc eh pior.	18
0xa1ea364	32	shift_jis	Compared to you, I'm not so bad.	Comparado a vc, nao sou tao ruim.	36
0xa1ea398	27	shift_jis	...I read her mind as well.	..Li a mente dela tbm.	24
0xa1ea3c4	8	shift_jis	Meryl's?	Da Meryl?	9
0xa1ea3e0	18	shift_jis	I saw you there...	Te vi la..	11
0xa1ea404	40	latin-1	...you have a large place|in her heart.	..vc tem um grande lugar|no coracao dela.	46
0xa1ea440	14	shift_jis	A large place?	Um grande lugar?	17
0xa1ea460	19	shift_jis	Yes. A large place.	Sim. Um grande lugar	21
0xa1ea484	48	latin-1	But I do not know if your futures|lie together.	Mas nao sei se seus futuros|estao juntos.	42
0xa1ea4c8	24	shift_jis	I have a last request...	Tenho um ultimo pedido..	26
0xa1ea510	25	shift_jis	My mask...put it back on.	Minha mascara..coloque-a.	33
0xa1ea53c	7	shift_jis	Okay...	Ok..	4
0xa1ea554	66	latin-1	Like this...other people's thoughts|force their way into my mind.	Assim,os pensamentos de outras pessoas|forcam entrada na minha mente	73
0xa1ea5a8	39	latin-1	Before I die...I want to be|by myself.	Antes de morrer..quero estar|sozinho.	36
0xa1ea5e0	41	latin-1	I want to be left alone|in my own world.	Quero ficar sozinho|no meu proprio mundo.	40
0xa1ea61c	30	shift_jis	...I'll open the door for you.	..Vou abrir a porta p/ vc.	29
0xa1ea64c	55	latin-1	If you want to find your future,|go through that door.	Se quer encontrar seu futuro,|passe por aquela porta.	54
0xa1ea694	25	shift_jis	This is the first time...	Esta eh a primeira vez..	26
0xa1ea6c0	44	latin-1	...I've ever used my power|to help someone.	..que usei meu poder|p/ ajudar alguem.	39
0xa1ea700	15	shift_jis	It's strange...	Eh estranho..	13
0xa1ea720	14	shift_jis	...it feels...	..parece..	11
0xa1ea740	13	shift_jis	...kind of...	..meio..	9
0xa1ea760	8	shift_jis	...nice.	..bom.	7
0xa91f8e4	16	shift_jis	Let's go, Meryl.	Vamos, Meryl.	13
0xa91f908	12	shift_jis	I'm sorry...	Me desculpe..	14
0xa91f928	6	shift_jis	Meryl?	Meryl?	6
0xa91f940	52	latin-1	How could I let Mantis control|my mind like that...	Como pude deixar Mantis controlar|minha mente assim..	54
0xa91f988	56	latin-1	If you're going to doubt yourself,|I'll leave you here.	Se vai duvidar de si mesma,|vou te deixar aqui.	50
0xa91f9d4	13	shift_jis	You're right.	Vc tem razao.	16
0xa91f9f4	53	latin-1	Never doubt yourself.|Just let it make you stronger.	Nunca duvide de si mesma|Apenas deixe isso te fortalecer	61
0xa91fa3c	24	shift_jis	Learn something from it.	Aprenda algo com isso.	21
0xa91fa88	31	shift_jis	I'm sorry. I won't do it again.	Desculpe. Nao vou fazer de novo.	36
0xa91fab8	31	shift_jis	Snake, can I ask you something?	Snake, posso te perguntar algo?	31
0xa91fb00	25	shift_jis	About what Mantis said...	Sobre o que Mantis disse..	26
0xa91fb2c	23	shift_jis	I was just wondering...	Estava me perguntando..	23
0xa91fb54	29	shift_jis	What? What's the problem now?	O que? Qual eh o problema agora?	32
0xa91fb84	16	shift_jis	Oh no...nothing.	Ah nao..nada.	13
0xa91fba8	17	shift_jis	So tell me Snake.	Entao me diga Snake.	20
0xa91fbcc	17	shift_jis	What's your name?	Qual eh seu nome?	17
0xa91fbf0	15	shift_jis	Your real name?	Seu nome real?	19
0xa91fc10	39	latin-1	Name means nothing|on the battlefield.	Nome n significa nada|no campo d batalha	44
0xa91fc48	16	shift_jis	How old are you?	Quantos anos vc tem?	22
0xa91fc6c	44	latin-1	Old enough to know what death|looks like...	Idade suficiente p/ saber como|a morte parece..	51
0xa91fcac	11	shift_jis	Any family?	Tem familia?	15
0xa91fcc8	37	latin-1	No, but I was raised by many|people.	Nao, mas fui criado por muitas|pessoas.	40
0xa91fd00	25	shift_jis	Is there anyone you like?	Ha alguem de quem vc gosta?	30
0xa91fd2c	52	latin-1	I've never been interested in|anyone else's life...	Nunca me interessei pela|vida de outra pessoa..	48
0xa91fd74	22	shift_jis	So you are all alone.	Entao vc esta sozinho	24
0xa91fd9c	24	shift_jis	Just like Mantis said...	Exatamente como Mantis disse	30
0xa91fdc8	37	shift_jis	Other people just complicate my life.	Outras pessoas so complicam minha vida.	40
0xa91fe00	29	shift_jis	I don't like to get involved.	Nao gosto de me envolver.	25
0xa91fe30	28	shift_jis	...You're a sad, lonely man.	..Vc eh um homem triste e solitario.	38
0xa91fe60	19	shift_jis	C'mon...let's go...	Qual eh..vamos..	17
0xad7e8a8	31	shift_jis	Could there be wolves in there?	Pode haver lobos ai dentro?	26
0xad7e8d8	35	latin-1	Wolf dogs.|Half-wolf, half-huskie.	Caes-lobo|Metade lobo, metade huskie	40
0xad7e90c	24	shift_jis	How do you know so much?	Como vc sabe tanto?	21
0xad7e938	31	shift_jis	I ride dog sleds. I'm a musher.	Ando de treno de caes Sou musher	33
0xae9d0f8	7	shift_jis	Meryl??	Meryl??	7
0xae9d12c	17	shift_jis	Meryl, get down!!	Meryl, se abaixe!!	18
0xae9d150	14	shift_jis	Aaaaaaaahhh!!!	Aaaaaaaahhh!!!	14
0xae9d170	7	shift_jis	Meryl!!	Meryl!!	7
0xae9d188	12	shift_jis	Oooooohhhh!!	Oooooohhhh!!	12
0xae9d1a8	13	shift_jis	Aaaaaaaghhh!!	Aaaaaaaghhh!!	13
0xae9d1e4	19	shift_jis	leave me and run...	me deixe e corra..	19
0xae9d208	8	shift_jis	Meryl...	Meryl..	8
0xae9d224	36	shift_jis	I guess...I am a rookie after all...	Acho..que sou novata mesmo..	30
0xae9d25c	39	latin-1	Don't worry, Meryl.|It's me they want.	N se preocupe, Meryl.|Eles querem a mim	47
0xae9d294	17	shift_jis	Even I know that.	Ate eu sei disso.	16
0xae9d2b8	36	shift_jis	It's the oldest trick in the book...	Eh o truque mais velho do livro..	35
0xae9d2f0	48	latin-1	The sniper's using me for bait|to lure you out.	O atirador esta me usando como isca|p/ te atrair.	51
0xae9d34c	17	shift_jis	Shoot me, Snake!!	Me atire, Snake!!	16
0xae9d384	9	shift_jis	My gun...	Minha arma..	13
0xae9d3a0	32	shift_jis	...I can't reach it by myself...	..nao consigo alcanca-la sozinha..	36
0xae9d3d4	11	shift_jis	Don't move.	Nao se mova.	12
0xae9d3f0	13	shift_jis	I promised...	Prometi..	9
0xae9d410	28	shift_jis	...I wouldn't slow you down!	..que nao ia te atrasar!	25
0xae9d458	27	shift_jis	I...I...I can still help...	Eu..eu..ainda posso ajudar..	31
0xae9d484	19	shift_jis	I want to help you!	Quero te ajudar!	16
0xae9d4a8	31	shift_jis	Quiet down. Save your strength!	Fique quieta Guarde suas forcas!	34
0xae9d4d8	42	latin-1	I was a fool. I wanted to be|a soldier...	Fui uma idiota. Queria ser|uma soldado..	41
0xae9d514	54	latin-1	But war is ugly...There's nothing|glamorous about it.	Mas guerra eh feia..Nao ha nada|de glamoroso nisso.	55
0xae9d55c	29	shift_jis	Snake, please! Save yourself!	Snake, por favor! Se salve!	26
0xae9d58c	42	latin-1	Go on living and don't give up|on people!	Continue vivendo e nao desista|das pessoas!	44
0xae9d5c8	18	shift_jis	Don't forget me...	Nao se esqueca de mim..	24
0xae9d5ec	23	shift_jis	Now get out of here...!	Agora saia daqui..!	19
0xb40c940	42	latin-1	It's hard to miss when you're|this close.	Eh dificil errar quando vc esta|tao perto.	44
0xb40c97c	27	shift_jis	Toss your weapon over here.	Jogue sua arma aqui.	21
0xb40c9a8	9	shift_jis	Slowly...	Devagar..	9
0xb40c9c4	49	latin-1	You were a fool to come back here...|stupid man!	Vc foi idiota de voltar aqui..|homem estupido!	50
0xb40ca08	19	shift_jis	A lady sniper, huh?	Uma atiradora, hein?	20
0xb40ca2c	69	latin-1	Didn't you know that two thirds of |the world's greatest assasins...	Nao sabia que dois tercos dos|maiores assassinos do mundo..	64
0xb40ca84	10	shift_jis	are women?	sao mulheres	12
0xb40caa0	23	shift_jis	Do you want to die now?	Quer morrer agora?	17
0xb40cac8	28	shift_jis	Or after your female friend?	Ou depois da sua amiga?	23
0xb40caf8	17	shift_jis	Which will it be?	Qual vai ser?	13
0xb40cb1c	26	shift_jis	I'll die after I kill you.	Vou morrer depois q te matar	31
0xb40cb48	14	shift_jis	Is that right?	Eh mesmo?	9
0xb40cb68	32	shift_jis	Well at least you've got spirit.	Bem, pelo menos vc tem coragem.	34
0xb40cb9c	49	latin-1	I'm Sniper Wolf and I always kill|what I aim at.	Sou Sniper Wolf e sempre mato|o que miro.	42
0xb40cbe0	12	shift_jis	You're my...	Vc eh minha..	16
0xb40cc00	15	shift_jis	special prey...	presa especial..	16
0xb40cc20	10	shift_jis	...Got it?	..Entendeu?	11
0xb40cc3c	25	shift_jis	I've left my mark on you.	Marquei vc.	13
0xb40cc68	21	shift_jis	...I won't forget it.	..Nao vou esquecer.	19
0xb40cc90	19	shift_jis	Until I kill you...	Ate te matar..	14
0xb40ccb4	29	latin-1	you're all I'll|think about.	vc eh tudo em que|vou pensar.	32
0xb40cce4	7	shift_jis	Uuuhh!!	Uuuhh!!	7
0xb40ccfc	16	shift_jis	Take him away...	Levem-no embora..	16
0xb90b118	34	shift_jis	There definitely is a resemblance.	Definitivamente ha uma semelhanca.	35
0xb90b14c	32	shift_jis	Don't you think, little brother?	Nao acha, irmaozinho?	21
0xb90b180	28	shift_jis	Or should I say big brother?	Ou devo dizer irmao mais velho?	31
0xb90b1b0	15	shift_jis	I'm not sure...	N tenho certeza	20
0xb90b1d0	26	shift_jis	Anyway, it doesn't matter.	Enfim, nao importa.	31
0xb90b1fc	37	shift_jis	You and I are both the last surviving	Vc e eu somos ambos os ultimos	34
0xb90b234	19	shift_jis	"""sons of Big Boss""."	"""filhos do Big Boss"""	20
0xb90b258	10	shift_jis	It's me...	Sou eu..	8
0xb90b28c	10	shift_jis	Then what?	E dai?	6
0xb90b2a8	13	shift_jis	Those idiots!	Esses idiotas!	14
0xb90b2c8	38	latin-1	Alright, Raven. |I'll be right there.	Certo, Raven.|Ja vou ai.	26
0xb90b300	38	shift_jis	They're not responding to our demands.	Nao estao respondendo as nossas demandas	41
0xb90b338	51	latin-1	We'll launch the first one|in 10 hours as planned.	Vamos lancar o primeiro|em 10 horas como planejado.	52
0xb90b37c	16	shift_jis	Damn Americans!!	Malditos americanos!	19
0xb90b3a0	31	shift_jis	Looks like you read them wrong.	Parece q vc os interpreto errado	37
0xb90b3d0	20	shift_jis	Something's funny...	Algo eh estranho..	17
0xb90b3f8	68	latin-1	Normally the Americans are the first ones|to the negotiating table.	Normalmente os americanos sao os primeiros|na mesa de negociacoes.	69
0xb90b450	56	latin-1	They must think they have|something up their sleeves...	Devem achar que tem|algo na manga..	38
0xb90b49c	32	shift_jis	So it's come down to it, has it.	Entao chegou a isso, nao eh.	29
0xb90b4d0	67	latin-1	We're gonna launch that nuke|and ride it all the way into history.	Vamos lancar aquela ogiva|e cavalgar ate a historia.	54
0xb90b524	51	latin-1	I've got to take care of|some launch preparations.	Tenho que cuidar de|uns preparativos de lancamento.	55
0xb90b568	30	shift_jis	You're in charge here, Ocelot.	Vc esta no comando aqui, Ocelot.	34
0xb90b598	15	shift_jis	What about you?	E vc?	8
0xb90b5b8	24	shift_jis	Wanna stay for the show?	Quer ficar p/ o show?	22
0xb90b5e4	19	shift_jis	I'm not interested.	Nao tenho interesse.	19
0xb90b608	29	shift_jis	It's time to feed the family.	Eh hora de alimentar a familia.	32
0xb90b638	43	latin-1	So you prefer your wolves|to my show, huh?	Entao prefere seus lobos|ao meu show, hein?	44
0xb90b674	53	latin-1	Ocelot, don't screw up like| you did with the Chief.	Ocelot, nao estrague como|fez com o Chefe.	46
0xb90b6bc	12	shift_jis	Yes, I know.	Sim, eu sei.	11
0xb90b6dc	21	shift_jis	That was an accident.	Aquilo foi um acidente.	23
0xb90b704	59	latin-1	I didn't think a pencil pusher like him|would be so tough.	Nao pensei que um burocrata como ele|fosse tao resistente.	62
0xb90b750	7	shift_jis	Well...	Bem..	6
0xb90b768	53	latin-1	his mental defenses were reinforced|by hypnotherapy.	suas defesas mentais foram reforcadas|por hipnoterapia.	55
0xb90b7b0	28	shift_jis	Boss, what about that ninja?	Chefe, e aquele ninja?	22
0xb90b7e0	19	shift_jis	He's killed 12 men.	Ele matou 12 homens.	18
0xb90b804	42	latin-1	Whoever he is,|he's some kind of lunatic.	Quem quer q seja,|eh algum tipo de lunatico.	47
0xb90b840	23	shift_jis	Bastard took my hand...	Canalha cortou minha mao	27
0xb90b868	33	shift_jis	How could he have gotten in here?	Como ele conseguiu entrar aqui?	31
0xb90b89c	33	shift_jis	Perhaps there's a spy among us...	Talvez ha um espia entre nos..	31
0xb90b8d0	15	shift_jis	Mantis is dead.	Mantis esta morto.	17
0xb90b8f0	58	latin-1	We've also got to find out|what killed Baker and Octopus.	Tbm temos que descobrir|o que matou Baker e Octopus.	50
0xbf0048c	18	shift_jis	We're shorthanded,	Estamos desfalcados	26
0xbf004b0	64	latin-1	so make this little torture show of yours|as short as possible.	entao faca esse pequeno show de tortura|o mais breve possivel.	66
0xbf00504	8	shift_jis	Torture?	Tortura?	8
0xbf00520	25	shift_jis	This is an interrogation.	Isso eh um interrogatorio.	26
0xbf0054c	12	shift_jis	As you wish.	Como desejar.	13
0xbf0056c	23	shift_jis	See you later, brother.	Te vejo depois, irmao.	23
0xbf00594	36	shift_jis	Your woman is still in this world...	Sua mulher ainda esta neste mundo..	37
0xbf005e4	27	shift_jis	Catch you later...handsome.	Te vejo depois..bonitao.	25
0xbf00610	64	latin-1	Once she picks a target, she doesn't|think about anything else.	Uma vez que escolhe um alvo, nao|pensa em mais nada.	54
0xbf00664	66	latin-1	Sometimes she even falls in love|with them before she kills them.	As vezes ate se apaixona|por eles antes de mata-los.	53
0xbf006b8	28	shift_jis	Finally, just the two of us.	Finalmente, so nos dois.	24
0xbf006e8	20	shift_jis	How are you feeling?	Como vc se sente?	19
0xbf00710	61	latin-1	Not bad. I caught a nice nap on|this revolving bed of yours.	Nada mal. Tirei uma boa soneca nesta|cama giratoria sua.	59
0xbf00760	29	shift_jis	Too bad I was sleeping alone.	Pena que estava dormindo sozinho	33
0xbf00790	18	shift_jis	Glad to hear that.	Fico feliz em saber.	20
0xbf007b4	29	shift_jis	This is some bed all right...	Essa eh uma bela cama..	24
0xbf007e4	52	latin-1	I'm about to show you some|of its nicer features...	Vou te mostrar alguns|dos seus recursos mais legais..	55
0xbf0082c	20	shift_jis	Where are my things?	Cade minhas coisas?	25
0xbf00854	35	shift_jis	Oh, don't worry, they're all there.	Ah, nao se preocupe, estao todas ai.	37
0xbf00888	55	latin-1	Washington was taking quite|a chance sending you here.	Washington arriscou muito|te mandando aqui.	43
0xbf008d0	66	latin-1	Someone must have a lot of faith|in your skill. Huh, carrier boy?	Alguem deve ter muita fe|na sua habilidade. Hein, entregador?	63
0xbf0093c	61	latin-1	Metal Gear is armed with a new|type of nuclear warhead, huh?	Metal Gear esta armado com um novo|tipo de ogiva nuclear, hein?	65
0xbf0098c	50	latin-1	Why don't you go ask Campbell|for the full story.	Pq nao vai perguntar ao Campbell|a historia completa	55
0xbf009d0	12	shift_jis	The Colonel?	O Coronel?	10
0xbf009f0	70	latin-1	By the way, you got an optical disc|from President Baker, didn't you?	A proposito, vc pegou um disco optico|do Presidente Baker, nao pegou?	75
0xbf00a48	14	shift_jis	What if I did?	E se peguei?	11
0xbf00a68	22	shift_jis	Is that the only disc?	Esse eh o unico disco?	22
0xbf00a90	22	shift_jis	There's no other data?	Nao ha outros dados?	19
0xbf00adc	16	shift_jis	There's no copy?	Nao ha copia?	13
0xbf00b00	20	shift_jis	If not, that's fine.	Se nao ha, tudo bem.	20
0xbf00b28	14	shift_jis	Is Meryl okay?	Meryl esta bem?	15
0xbf00b48	19	shift_jis	She's not dead yet.	Ela nao morreu ainda	22
0xbf00b6c	37	shift_jis	Wolf must have been feeling generous.	Wolf deve ter se sentido generosa.	34
0xbf00ba4	36	shift_jis	But if you want her to stay that way	Mas se quer que ela continue assim	34
0xbf00bdc	51	latin-1	you better start answering|my questions right now.	eh melhor comecar a responder|minhas perguntas.	59
0xbf00c20	30	shift_jis	You were holding one card key.	Vc tinha um cartao chave.	26
0xbf00c50	24	shift_jis	Where are the other two?	Onde estao os outros dois?	25
0xbf00c7c	34	shift_jis	What's the trick behind that key!?	Qual o truque por tras dessa chave!?	40
0xc4eb1e4	6	shift_jis	Trick?	Truque?	7
0xc4eb1fc	77	latin-1	That weasel of a president said there's|some kind of trick to using the key.	Aquele doninha de presidente disse que ha|algum tipo de truque p/ usar a chave.	82
0xc4eb25c	15	shift_jis	Hell if I know.	Sei la	20
0xc4eb27c	6	shift_jis	I see.	Entendo.	8
0xc4eb294	16	shift_jis	No problem then.	Sem problemas entao.	20
0xc4eb2b8	34	shift_jis	We're going to play a game, Snake.	Vamos jogar um jogo, Snake.	27
0xc4eb2ec	52	latin-1	And we'll find out what kind|of man you really are.	E vamos descobrir que tipo|de homem vc realmente eh.	55
0xc4eb334	41	latin-1	When the pain becomes|too great to bear,	Quando a dor se tornar|demais p/ suportar,	49
0xc4eb370	42	latin-1	just give up and your|suffering will end.	apenas desista e seu|sofrimento terminara.	41
0xc4eb3ac	39	shift_jis	But if you do, the girl's life is mine.	Mas se desistir,a vida da garota eh minh	45
0xc655094	30	shift_jis	Looks like I got a roommate...	Parece que ganhei um colega..	44
0xc6550c4	20	shift_jis	The DARPA Chief!?...	O Chefe da DARPA!?..	21
0xc6550ec	21	shift_jis	whew...what a stench!	ufa..que fedor!	16
0xc7048f8	8	shift_jis	It's me!	Sou eu!	7
0xc704914	7	shift_jis	Otacon!	Otacon!	7
0xc70492c	28	shift_jis	Wow! They even captured you!	Nossa! Eles ate capturaram vc!	32
0xc70495c	26	shift_jis	Hurry! Get me out of here!	Rapido! Me tire daqui!	22
0xc704988	9	shift_jis	Lemme go!	Me solte!	10
0xc7049a4	11	shift_jis	That hurts!	Isso doi!	10
0xc7049c0	9	shift_jis	Hurry up!	Se apressa!	12
0xc7049dc	34	shift_jis	Is that how you ask a guy a favor?	Eh assim que vc pede um favor?	34
0xc704a2c	5	shift_jis	Jeez!	Nossa!	6
0xc704a44	27	shift_jis	It's like an animal's cage.	Eh como uma jaula de animal.	29
0xc704a70	16	shift_jis	...What a smell!	..Que cheiro!	14
0xc704a94	13	shift_jis	Cause of him.	Por causa dele.	15
0xc704ab4	9	shift_jis	Eeyaaah!!	Eeyaaah!!	9
0xc704ad0	22	shift_jis	It's the DARPA Chief!!	Eh o Chefe da DARPA!!	22
0xc704af8	46	latin-1	If you don't hurry up|and get me out of here,	Se vc nao se apressar|e me tirar daqui,	41
0xc704b38	27	shift_jis	I'll be laying next to him.	vou tá deitado ao lado dele.	32
0xc704b64	15	shift_jis	Those bastards!	Esses bastardos!	16
0xc704b84	43	latin-1	This lock won't open|with a security card.	Essa fechadura nao abre|com cartao.	48
0xc704bc0	39	shift_jis	You need a key like the soldiers carry.	Precisa de uma chave como a dos soldados	47
0xc704bf8	32	shift_jis	So what are you doing here then?	Entao o que vc esta fazendo aqui?	36
0xc704c44	30	shift_jis	I thought you might be hungry.	Pensei que vc podia ta com fome	37
0xc704c74	52	latin-1	If you need more food,|I can bring some more later.	Se precisar de mais comida,|posso trazer mais depois.	51
0xc704cbc	75	latin-1	Also, I got you this level 6 card.|It'll get you out of that Torture Room.	Tbm consegui este cartao nivel 6 p/ vc.|Vai te tirar da Sala de Tortura.	78
0xc704d18	22	shift_jis	Here, take this too...	Aqui, pegue isso tbm..	23
0xc704d40	12	shift_jis	What's this?	O que eh isso?	14
0xc704d60	48	latin-1	It's a handkerchief.|I got it from Sniper Wolf.	Eh um lenco.|Consegui da Sniper Wolf.	37
0xc704dbc	40	latin-1	I don't know why,|but she's nice to me.	Nao sei pq,|mas ela eh legal comigo.	35
0xc704df8	37	shift_jis	Sounds like Stockholm Syndrome to me.	Parece Sindrome de Estocolmo p/ mim.	37
0xc704e30	35	shift_jis	I was taking care of the dogs here.	Estava cuidando dos caes aqui.	30
0xc704e64	74	latin-1	After the terrorists took over,|they were planning to shoot all the dogs.	Depois que os terroristas assumiram,|planejavam atirar em todos os caes.	70
0xc704ec0	30	shift_jis	But Sniper Wolf stopped 'em...	Mas Sniper Wolf os impediu..	28
0xc704ef0	40	latin-1	She even let me feed them|when I asked.	Ate me deixou alimenta-los|quando pedi.	37
0xc704f2c	43	latin-1	She likes dogs.|She must be a good person.	Ela gosta de caes.|Deve ser uma boa pessoa.	42
0xc704f68	22	shift_jis	Please don't hurt her.	Por favor nao a machuque	26
0xc704f90	49	latin-1	Wake up you idiot!|She's the one who shot Meryl!	Acorde seu idiota!|Ela foi quem atirou na Meryl!	47
0xc704fd4	28	shift_jis	Well, that's all I can do...	Bem, eh tudo que posso fazer..	31
0xc705004	58	latin-1	They're planning to launch a nuke!|I've got to stop them!	Eles planejam lancar uma ogiva!|Tenho que impedi-los!	54
0xc705050	55	latin-1	Then you'll have to get past|the Communications Tower.	Entao vc tera que passar|pela Torre de Comunicacoes.	55
0xc705098	38	shift_jis	First, you have to get me out of here!	Primeiro, vc tem que me tirar daqui!	38
0xc7050d0	30	shift_jis	C'mon...I'm trying my best!...	Qual eh..estou dando meu melhor!	38
0xcbcb7b0	55	latin-1	That guard's got the key.|You'll have to take him out!	Aquele guarda tem a chave.|Vc tera que elimina-lo!	53
0xcbcb7f8	31	latin-1	Gimme a break!|I'm no soldier!	Me da um tempo!|Nao sou soldado!	31
0xcbcb828	25	shift_jis	I can't take anybody out!	Nao posso eliminar ninguem!	27
0xcbcb854	13	shift_jis	You have to!!	Vc tem que!!	15
0xcbcb874	15	shift_jis	I'll be killed!	Vou ser morto!	14
0xcc77904	23	shift_jis	I...I can still help...	Eu..ainda posso ajudar..	27
0xcc77950	32	latin-1	Quiet down.|Save your strength!	Fique quieta.|Guarde suas forcas!	34
0xcc77984	13	shift_jis	I was a fool.	Fui uma idiota.	15
0xcc779a4	25	shift_jis	I wanted to be a soldier.	Queria ser uma soldado.	23
