id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
3880	0xc341f	latin-1	127	In 1993, he was demoted by#NPresident Yeltsin following his coup#Nd'etat. So he fled the country and#Nbecame a mercenary.	Em 1993, foi rebaixado pelo Presidente#NYeltsin apos seu golpe de estado#NEntao fugiu do pais e se tornou#Nmercenario	-10
3881	0xc34a2	latin-1	5	Tu!ó		-5
3882	0xc34a9	latin-1	75	"After that, he joined those rent-a-war#Nbastards at ""Outer Heaven Inc."""	"Depois disso, se juntou aqueles#Nbastardos mercenarios da ""Outer Heaven"""	-3
3883	0xc34f8	latin-1	5	wu!ó		-5
3884	0xc34ff	latin-1	110	He stayed there until he joined us in#NFox Hound, thanks to a strong#Nrecommendation from Revolver Ocelot.	Ficou la ate se juntar a nos na Fox#NHound, gracas a uma forte recomendacao#Ndo Revolver Ocelot	-15
3885	0xc358b	latin-1	110	That cannon he's holding is a 20#Nmillimeter Vulcan gun. You usually see#Nthem mounted on fighter planes.	Esse canhao q ele ta segurando#Neh uma metralhadora Vulcan de 20mm#NGeralmente as ve montadas em cacas	-9
3886	0xc3604	latin-1	70	You can't take him on in a fire fight.#NHe'll make mincemeat of you.	Nao pode enfrenta-lo num tiroteio#NEle vai fazer picadinho de vc	-6
3887	0xc3668	latin-1	114	He's not just strong, Snake. He's a#Ngraduate emeritus from Alaska#NUniversity, so he's a quick thinker, too.	Ele nao eh so forte, Snake. Eh formado#Nemerito pela Universidade do Alasca#Nentao tbm pensa rapido	-15
3888	0xc36f9	latin-1	66	In any case, you'd better not try to#Nattack him from the front.	De qualquer forma, eh melhor nao#Ntentar ataca-lo pela frente	-5
3889	0xc3746	latin-1	107	Normal weapons are no match for his#N20 millimeter Vulcan. Try to attack him#Nfrom the sides or behind.	Armas normais nao sao pareo p/#Nsua Vulcan de 20mm. Tente ataca-lo#Npelas laterais ou por tras	-13
3890	0xc37ea	latin-1	49	You're at a disadvantage in a frontal#Nassault.	Vc ta em desvantagem num#Nassalto frontal	-8
3891	0xc3826	latin-1	128	Try attacking him with a#NRemote-Controlled Missile. Maneuver#Nit between the containers to get it to#Ncome up behind him.	Tente ataca-lo com um Missil Controlado#NRemotramente. Manobre entre os#Nconteineres p/ faze-lo chegar por tras dele	-12
3892	0xc38b1	latin-1	104	But if you fly the missiles too slow,#Nthey'll get shot down even if they#Napproach him from behind.	Mas se voar os misseis muito devagar#Nserao abatidos mesmo se se aproximarem#Npor tras	-18
3893	0xc3924	latin-1	95	Try to get them close by flying them#Nat top speed, or by maneuvering them#Naround corners.	Tente aproxima-los voando na velocidade#Nmaxima, ou manobrando ao redor#Ndas esquinas	-10
3894	0xc39a1	latin-1	120	You could also try to predict where#Nhe's gonna move and set up some#NC-4. If your timing is good, it might#Nwork.	tbm pode tentar prever onde ele#Nvai se mover e armar C4. Se seu#Ntempo for bom, pode funcionar	-25
3895	0xc3a37	latin-1	105	When the containers get destroyed,#Nthey'll block your way. Try to take him#Nout before that happens.	Quando conteineres forem destruidos#Nvao bloquear caminho. Tente#Nelimina-lo antes isso aconteca	-9
3896	0xc3af4	latin-1	100	Snake, if it's about Naomi, I'm looking#Ninto the matter right now. Give me a#Nlittle more time.	Snake, se eh sobre Naomi, estou#Ninvestigando o assunto agora. Me de#Nmais um pouco de tempo	-8
3897	0xc3b63	shift_jis	13	Where is she?	Onde ela ta?	-1
3898	0xc3b7b	shift_jis	21	She's still sleeping.	Ainda ta dormindo	-4
3899	0xc3b9b	latin-1	129	I can't believe it...#NFirst, the DARPA Chief turns out to be#Nan imposter and now Naomi...What the#Nhell is going on here?	Nao posso acreditar.#NPrimeiro, o Chefe da DARPA se revela#Num impostor e agora Naomi.. q#Ndiabos ta acontecendo aqui?	-11
3900	0xc3c20	shift_jis	5	M!ﾊｮ#		-5
3901	0xc3c26	latin-1	69	I suppose you're going to tell me you#Ndon't know anything, right?	Suponho q vai me dizer q nao#Nsabe de nada, certo?	-19
3902	0xc3c76	shift_jis	17	I'm sorry, Snake.	Desculpe, Snake	-2
3903	0xc3c8b	shift_jis	5	w!ﾊｮ#		-5
3904	0xc3c92	latin-1	110	A madman is threatening the world#Nwith a nuclear weapon. I guess that's#Nwhat I should worry about now...	Um maniaco ta ameacando o mundo#Ncom uma arma nuclear. Acho q eh#Ncom isso q deveria me preocupar agora	-7
3905	0xc3d05	shift_jis	12	0(11		-12
3906	0xc3d2e	shift_jis	9	K]1 11		-9
3907	0xc3d63	latin-1	78	Snake, stop that launch. Head for the#NControl Room in the underground base.	Snake, pare esse lancamento. Va p/#Na Sala de Controle na base subterranea	-4
3908	0xc3dc4	latin-1	14	Ý11é11		-14
3909	0xc3deb	shift_jis	25	Give Dr. Emmerich a call.	Ligue p/ Dr. Emmerich	-4
3910	0xc3e21	latin-1	74	The Control Room is on the 3rd floor#Nof the underground base, isn't it?	A Sala de Controle fica no andar-3#Nda base subterranea, nao eh?	-10
3911	0xc3e84	shift_jis	16	There's no time!	Nao ha tempo!	-3
3912	0xc3ff9	latin-1	118	Snake, hurry up and get to Metal#NGear's underground base. It's north of#Nthe warehouse where you fought#NRaven.	Snake, se apresse e va p/ a base#Nsubterranea do Metal Gear. Fica ao#Nnorte do deposito onde lutou#Ncontra Raven	-6
3913	0xc44bd	latin-1	69	Snake, the card key changed shape.#NThat's no good. Change it back.	Snake, a chave mudou de forma#NIsso nao eh bom. Mude de volta	-1
3914	0xc454c	latin-1	73	Good. The card key changed shape.#NHurry up to the control room, Snake!	Bom. chave mudou forma#NSe apresse sala controle, Snake!	-10
3915	0xc45ce	latin-1	70	Snake, don't warm that card key.#NCool it down. Find someplace cool.	Snake, nao esquente a chave#NEsfrie ela. Procure um lugar gelado	-6
3916	0xc462c	shift_jis	9	ｯ111		-9
3917	0xc464e	latin-1	100	Snake, look at the card key.#NIt changed to its original shape.#NYou'll have to change it again.	Snake, olhe a chave. Mudou#Npara sua forma original. Tera q#Nmuda-la novamente	-15
3918	0xc46ef	latin-1	72	You've got to lower that card key's#Ntemperature. Find someplace cold!	Vc tem baixar temperatura#Ndessa chave. Encontre lugar frio!	-5
3919	0xc4773	shift_jis	9	(111		-9
3920	0xc4795	shift_jis	31	Colonel, what's new with Naomi?	Cel., o q ha de novo com Naomi?	0
3921	0xc47bf	latin-1	97	She's being interrogated, Snake.#NLeave her to me. You just worry about#Nstopping Metal Gear.	Ela ta sendo interrogada, Snake#NDeixe-a cmg. Apenas se preocupe#Nem parar Metal Gear	-12
3922	0xc4840	shift_jis	14	Please, Snake.	Por favor	1
3923	0xc4859	latin-1	49	I consider you my friend.#NPlease believe that.	Te considero meu amigo#NPor favor acredite nisso	-1
3924	0xc48c9	latin-1	64	Snake, we're just about out of time!#NGet to the Control Room!	Snake, estamos quase sem tempo!#NVa p/ a Sala de Controle!	-6
3925	0xc494e	latin-1	96	Snake, what are you doing? You're#Nsupposed to warm it, not cool it.#NLook for a warm place.	Snake, o q ta fazendo? Deveria#Nesquenta-la, nao esfria-la. Procure#Num lugar quente	-12
3926	0xc49d7	latin-1	62	You did it. That's the last one!#NHurry to the Control Room!	Conseguiu. Eh a ultima!#NSe apresse p/ a Sala de Controle!	-4
3927	0xc4ae6	latin-1	57	Now you've got to warm the key up.#NFind someplace hot!	Agora vc tem q aquecer a chave#NAche um lugar quente	-5
3928	0xc4b79	shift_jis	39	Sorry, Snake...I'm still investigating.	Desculpe, Snake.. ainda investigando	-3
3929	0xc4bff	latin-1	5	"""e^V"		-5
3930	0xc4c05	shift_jis	26	Snake, gas! Do something!	Snake, gas! Faca coisa!	-3
3931	0xc4c35	latin-1	70	Snake! Call Emmerich! He should be#Nable to break through security!	Snake! Chame Emmerich! Ele deveria#Nconseguir quebrar a seguranca!	-4
3932	0xc4c98	latin-1	77	Snake, Emmerich will be able to open#Nthe door. Just trust him and hang on!	Snake, Emmerich conseguira abrir a#Nporta. Apenas confie nele e aguente!	-5
3933	0xc4d8f	shift_jis	36	God help us! Metal Gear is moving...	Deus nos ajude!#No M.G ta se movendo	0
3934	0xc4dbe	latin-1	68	Snake, it's all riding on you now.#NYou've got to stop that thing!	Snake, tudo depende de vc agora#Nvc tem q parar essa coisa!	-9
3935	0xc4e0c	shift_jis	9	But how?	Como?	0
3936	0xc4e20	latin-1	56	You'll have to ask Dr. Emmerich,#Nthe guy who made it.	Tera q perguntar ao Dr. Emmerich#No cara q fez isso	-5
3937	0xc4e75	shift_jis	38	Destroy Metal Gear! We're out of time!	Destrua Metal Gear! Estamos sem tempo!	0
3938	0xc4ec5	latin-1	61	If you can't do it, I'll have to resort to#Nmy last option.	Se nao conseguir, terei q recorrer#Na minha ultima opcao	-5
3939	0xc4f0d	shift_jis	12	Last option?	Opcao final?	0
3940	0xc4f24	latin-1	80	We have a submarine prepared to#Ndeliver a full nuclear strike on#Nthe base.	Temos um submarino preparado p/#Nentregar um ataque nuclear completo#Nna base	-3
3941	0xc4f88	shift_jis	16	What the hell!?	Que diabos!?	-4
3942	0xc4ffd	shift_jis	24	Colonel, Fox is dead...	Cel., Fox ta morto..	-4
3943	0xc5023	shift_jis	5	&e茜'		-5
3944	0xc5029	shift_jis	30	I know.....God rest his soul.	Eu sei.. q Deus descanse alma	-1
3945	0xc5052	latin-1	140	Even a soldier needs more to live for#Nthan just fighting. Maybe if he had#Nfound something else, he wouldn't#Nhave been so haunted...	Mesmo um soldado precisa de mais#Npara viver do q apenas lutar. Talvez#Nse tivesse encontrado outra coisa#Nnao seria tao assombrado..	-7
3946	0xc50e8	latin-1	135	He was too simple...too pure.#NThere was nothing in this world for him#Nto believe in...so he chose to believe#Nonly in himself.	Ele era muito simples.. muito puro#NNao havia nada neste mundo p/ ele#Nacreditar.. entao escolheu acreditar#Napenas em si mesmo	-8
3947	0xc5183	latin-1	83	I guess you're right.#NA man like Fox is really only looking#Nfor his death...	Acho vc ta certo#NUM homem como Fox realmente#Napenas procurando morte..	-11
3948	0xc51e1	latin-1	93	Yeah. But if you ask me, there's no#Nhappiness to be gained in death...#Nno peace either.	Sim. Mas na minha opiniao, nao ha#Nfelicidade a ser ganha na morte.#Nnem paz tbm	-13
3949	0xc5248	shift_jis	28	I'm gonna leave here alive.	Vou sair daqui vivo	-9
3950	0xc526f	shift_jis	22	Good. I want that too.	Bom. Eu tbm quero isso	0
3951	0xc52b2	latin-1	112	If you can shoot a Stinger missile#Ndirectly into the cockpit, maybe you#Ncan destroy it. C'mon, Snake! Win!	Se conseguir atirar um missil Stinger#Ndiretamente no cockpit, talvez possa#Ndestrui-lo. Vamos, Snake! Venca!	-3
3952	0xc55ec	latin-1	46	Snake, great job!#NYou stopped Metal Gear...	Snake excelente!#Nvc parou Metal Gear	0
3953	0xc561e	shift_jis	5	>!ﾊ~		-5
3954	0xc5625	latin-1	53	No...it's not time to celebrate yet.#NI can't move.	Ainda nao eh hora comemorar#NNao consigo me mover	2
3955	0xc568d	latin-1	53	Snake, can you turn your neck?#NTake a look around.	Snake, consegue virar o pescoco?#NOlhe ao redor	-6
3956	0xc583e	latin-1	49	Snake, you have to crawl to get#Nthrough there.	Snake, vc tem q rastejar p/#Npassar por ali	-6
3957	0xc587a	latin-1	127	First crouch down by pressing the#NCrawl Button and then use the#NDirectional button to crawl in the#Ndirection you want.	Primeiro agache apertando o Botao#NRastejar e entao use o botao#NDirecional p/ rastejar na direcao#Nque quer	-19
3958	0xc5936	latin-1	92	Be careful though. Crawling is slow#Nand you can't attack when you're#Ndoing it either.	Mas cuidado. Rastejar eh lento e vc#Ntbm nao pode atacar enquanto#Nfaz isso	-17
3959	0xc59b0	latin-1	56	You can stand up by pressing the#NCrawl Button again.	Vc pode levantar apertando o Botao#NRastejar de novo	-2
3960	0xc6212	latin-1	66	Snake, there's an elevator there you#Ncan take up to the ground.	Snake ha um elevador q vc#Npode pegar p/ subir ao solo	-12
3961	0xc6290	latin-1	90	You'll just have to wait for the elevator#Nto come down. You'd better hide#Nsomewhere.	Apenas esperare o elevador#Ndescer. Eh melhor se esconder#Nem algum lugar	-17
3962	0xc6307	latin-1	128	Get on the elevator. It should take you#Nright to the front of the Nuclear#NWeapon Disposal Facility.#NBe careful, though.	Entre no elevador. Deve te levar#Nbem p/ a frente da Instalacao#Nde Descarte de Armas Nucleares#NMas cuidado	-20
3963	0xc63c0	latin-1	94	Snake, don't run over puddles.#NThe splashing sound might alert your#Nenemies. Be careful.	Snake, nao corra sobre pocas#NO som do respingo pode alertar#Nseus inimigos. Cuidado	-10
3964	0xc679c	latin-1	12	HàHÛ0		-12
3965	0xc67dc	latin-1	101	Snake, don't forget this is a covert#Noperation. There are lots of bad guys#Nand only one of you.	Snake nao esqueca essa eh uma#Noperacao secreta. Ha muitos bandidos#Ne apenas vc	-21
3966	0xc684c	latin-1	62	If you're spotted, you'll be surrounded#Nbefore you know it.	Se for detectado, sera cercado antes#Nque perceba	-13
3967	0xc68b4	shift_jis	34	If that happens, you're finished.	Se isso acontecer, vc ja era	-6
3968	0xc6900	latin-1	110	First go to the elevator in the back#Nand take it up to the ground floor.#NThen look for the DARPA Chief.	Primeiro va ao elevador no fundo#Ne suba p/ o terreo. Entao procure#Npelo Chefe da DARPA	-22
3969	0xc6af4	latin-1	11	2500		-11
3970	0xc6e2d	latin-1	6	2BL@		-6
3971	0xcb571	latin-1	95	Snake, they're using a searchlight to#Nsweep the area. Make sure you stay#Nout of the beam.	Snake, estao usando um holofote p/#Nvarrer a area. Certifique-se de ficar#Nfora do feixe	-7
3972	0xcb609	latin-1	123	There's no turning back now, Snake.#NYou've got a job to do and you're our#Nonly hope. The world is counting on#Nyou.	Nao ha volta agora, Snake. vc tem#Num trabalho a fazer e eh nossa unica#Nesperanca. O mundo ta contando#Ncom vc	-12
3973	0xcc094	shift_jis	28	It looks like a cargo truck.	Parece um caminhao de carga	-1
3974	0xcc0bb	latin-1	59	They must use it for transporting#Ngoods around the base.	Devem usa-lo p/ transportar#Nmercadorias pela base	-9
3975	0xcc11b	shift_jis	11	Fｻ1 11		-11
3976	0xcc149	latin-1	152	Snake, why don't you try to hide in the#Ntruck? If you disguise yourself as part#Nof the cargo, you might be able to use#Nthe truck to get around.	Snake, pq nao tenta se esconder#Nno caminhao? Se se disfarcar como#Nparte da carga, talvez possa usar#No caminhao p/ se locomover	-23
3977	0xcc22c	latin-1	134	That base must have some kind of#Nventilation system to recirculate the#Nair. There should be air ducts around#Nthere somewhere.	Essa base deve ter algum tipo de#Nsistema de ventilacao p/ recircular#No ar. Deve haver dutos de ar em#Nalgum lugar por ai	-12
3978	0xcc2dc	latin-1	99	They must need a lot of power to run#Nthe base. There's probably a diesel#Ngenerator somewhere.	Precisam energia p/#Nmanter a base funcionando. Provavelmente#Nha um gerador diesel por ai	-9
3979	0xcc34a	latin-1	100	And since generating electricity#Nrequires oxygen, there must be#Nexhaust openings for that too.	E como gerar eletricidade requer#Noxigenio, deve haver aberturas de#Nescape p/ isso tbm	-13
3980	0xcc3c5	shift_jis	6	n111		-6
3981	0xcc3e4	latin-1	153	You're not going to believe this, but#Nthey shot down the F-16s we were#Nusing as a diversion....with a Hind D!#NThen we got a message from Liquid.	Vc nao vai acreditar nisso, mas#Neles derrubaram os F-16s q estavamos#Nusando como diversao.. com um Hind D!#NAi recebemos uma mensagem do Liquid	-8
3982	0xcc488	latin-1	70	He said if we try something like that#Nagain, he'll launch the nuke!	Ele disse q se tentarmos algo assim#Nde novo, vai lancar a bomba!	-5
3983	0xcc4d9	latin-1	72	Snake, hurry up and get in there!#NThat Hind will be coming back soon.	Snake, se apresse e entre la!#NAquele Hind voltara em breve	-13
3984	0xcc56a	latin-1	95	Snake, you'll never be able to get#Nthrough the front door. Find some#Nother way to get in.	Snake, nunca conseguira passar pela#Nporta da frente. Encontre alguma#Noutra forma de entrar	-3
3985	0xcc61f	latin-1	98	Watch out for that surveillance#Ncamera. You can probably jam it#Ntemporarily with your Chaff.	Cuidado com a camera de#Nvigilancia. Vc pode#Ninterferir-la temporariamente com Chaff	-13
3986	0xcc69f	latin-1	114	There should be a blind spot#Nunderneath that camera. You'll be#Nokay if you stay flat up against#Nthe wall.	Deve haver um ponto cego embaixo#Ndaquela camera. Ficara bem se#Nficar colado na parede	-27
3987	0xcd482	latin-1	10	LL}0o		-10
3988	0x107783	latin-1	99	Don't make too much noise or you'll#Nbe spotted. Be careful when you're#Nwalking on that floor.	Nao faca muito barulho ou sera#Ndetectado. Cuidado quando andar#Nnesse chao	-24
3989	0x10781f	shift_jis	34	Use the elevator to change floors.	Use o elevador p/ mudar de andar	-2
3990	0x10784c	latin-1	85	There should be a cargo elevator#Nthat you can take down somewhere#Naround there.	Deve haver um elevador de carga#Nque vc pode pegar p/ descer#Nem algum lugar ai	-6
3991	0x1078ac	shift_jis	15	Try to find it.	Tente achar!	-3
3992	0x1078c0	shift_jis	12	0ﾘ11		-12
3993	0x10791f	latin-1	143	Even though the Genome Soldiers are#Nstrengthened by gene therapy, they#Nstill need to sleep. You can move#Nsafely while they're napping.	Mesmo q Soldados Genome sejam#Nfortalecidos por terapia genetica#Nainda precisam dormir. Vc pode se mover#Nenquanto eles cochilam	-14
3994	0x1079d9	latin-1	133	The Genome Soldiers were specially#Ntrained so they can enter into a light#Nsleep any time and still remain in#Nattack posture.	Os Soldados Genome foram especialmente#Ntreinados dormir#Na qualquer momento e ainda permanecer#Nem postura ataque	-19
3995	0x107a69	latin-1	54	Be careful not to make noise when#Nyou're near them.	Cuidado para nao fazer barulho#Nperto deles	-11
3996	0x107aca	latin-1	139	When they're yawning, their eyes are#Nclosed, so they shouldn't be able to#Nsee you. Be careful with your timing#Nand you'll be okay.	Quando estao bocejando, seus olhos#Nestao fechados, entao nao deveriam#Nconseguir te ver. Cuidado com o tempo#Ne ficara bem	-16
3997	0x107d01	latin-1	55	Snake, use the elevator to move from#Nfloor to floor.	Snake, use o elevador p/ se mover#Nde andar p/ andar	-3
3998	0x107d43	latin-1	146	To call the elevator, press the button#Non the nearby control panel by#Npressing the Action Button. The#Nelevator should show up in no time.	"Para chamar o elevador, aperte o botao#Nno painel de controle proximo apertando#""O"". O elevador deve#Nchegar rapidamente"	-26
3999	0x107e1c	latin-1	138	Use the elevator to change floors. To#Nselect the floor you want to go to, use#Nthe control panel inside the elevator,#Non the left.	Use o elevador p/ mudar de andares#NPara selecionar o andar q quer ir#Nuse o painel de controle dentro do#Nelevador, a esquerda	-11
4000	0x107eb1	shift_jis	10	11 1		-10
4001	0x107ed4	latin-1	139	Press up or down on the Directional#NButton to choose the floor. Then press#Nthe Action Button to confirm or#Nthe X Button to cancel.	"Aperte p/ cima ou p/ baixo no#NBotao Direcional p/ escolher o andar#NEntao aperte ""O"" p/#Nconfirmar ou ""X"" p/ cancelar"	-21
4002	0x107f7c	latin-1	146	Press up or down on the Directional#NButton to choose the floor. Then press#Nthe Action Button to confirm or press#Nthe  Button to cancel.	"Aperte p/ cima ou p/ baixo no#NBotao Direcional p/ escolher o andar#NEntao aperte ""O"" p/#Nconfirmar ou aperte ""X"" p/ cancelar"	-21
4003	0x108027	latin-1	76	Be careful. The elevator won't work in#Neither Alert Mode or Evasion Mode.	Cuidado. O elevador nao funciona no#NModo Alerta nem no Modo Fuga	-11
4004	0x1080aa	latin-1	91	Hmm. It looks like the infrared sensors#Nthat were set up here have been#Nswitched off.	Hmm. Parece q os sensores infravermelhos#Nque foram instalados aqui foram#Ndesligados	-6
4005	0x10813c	shift_jis	37	Press the Action Button to drop down.	"Aperte ""O"" p/ descer"	-17
4006	0x108251	latin-1	104	Snake, that door is protected by#Na security system. It won't open#Nwithout the right security card.	Snake essa porta eh protegida pelo#Nsistema de seguranca. Nao abrira#Nsem o cartao de seguranca certo	-3
4007	0x1082d6	latin-1	122	You can only open the door with#Na security card that's got the same or#Na higher security clearance than#Nthe door.	So pode abrir a porta com um cartao#Nde seguranca q tenha a mesma#Nou maior autorizacao de seguranca#Nque a porta	-9
4008	0x10841b	latin-1	130	"There must be some other way to get#Nin. Take a look around. The best way#Nto do that is to use ""First Person View#NMode."""	"Deve haver alguma outra forma de#Nentrar. De uma olhada ao redor. A#Nmelhor forma de fazer isso eh usar#No ""Modo FPS"""	-13
4009	0x1084a8	latin-1	76	"Press the First Person View Button to#Ngo into ""First Person View Mode."""	"Aperte o Botao Visao em Primeira#NPessoa p/ entrar no ""Modo FPS"""	-12
4010	0x1085c4	latin-1	113	Snake, the DARPA Chief's signal is#Ncoming from somewhere in that area.#NIsn't there some place to drop down?	Snake, o sinal do Chefe da DARPA#Nesta vindo de algum lugar nessa area#NNao ha algum lugar p/ descer?	-12
4011	0x108640	latin-1	48	Take a look around in First Person#NView Mode.	Olhe com a#Nvisao em primeira pessoa	-12
4012	0x1086b7	latin-1	95	Snake, if you want to go up or down#Na ladder, just press the Action button#Nby the ladder.	"Snake, se quiser subir ou descer uma#Nescada, apenas aperte ""O""#Nperto da escada"	-15
4013	0x108ad2	latin-1	110	It looks like the place is protected by#Ninfrared sensors. Somehow you'll have#Nto make it past the beams.	Parece q o lugar eh protegido por#Nsensores infravermelhos. De alguma forma#Nvc tera q passar pelos feixes	-4
4014	0x108c3c	latin-1	142	Snake. Be careful. There are trap#Ndoors near there and the fall will kill#Nyou. Stay close up against the wall#Nand you should be okay.	Snake. Cuidado. Ha alcapoes perto#Ndali e a queda vai te matar. Fique#Nbem encostado na parede e deve#Nficar bem	-30
4015	0x108cf4	latin-1	89	You should be able to see where the#Ntrap doors are if you use your Thermal#NGoggles.	Deveria conseguir ver onde estao os#Nalcapoes se usar seus Oculos Termicos	-15
4016	0x108da9	latin-1	59	If you've got a question about#NFOX-HOUND, ask Dr. Naomi.	Se tiver duvidas sobre a FOX-HOUND#Npergunte a Dr Naomi	-4
4017	0x108e02	latin-1	51	Revolver Ocelot is a former member#Nof Spetsnaz.	Revolver Ocelot eh ex-membro da#NSpetsnaz	-10
4018	0x108e39	latin-1	5	tu!ó		-5
4019	0x108e40	latin-1	107	After the fall of the Soviet Union, he#Napparently served in the Russian Tax#NPolice's elite swat team.	Apos a queda da Uniao Sovietica#Nele aparentemente serviu na equipe SWAT#Nelite da Policia Fiscal Russa	-4
4020	0x108eaf	latin-1	5	|u!ó		-5
4021	0x108eb6	latin-1	115	After that, he joined the SVR, the#NRussian Foreign Intelligence Agency,#Nwhich was formerly a part of the KGB.	Depois disso, se juntou a SVR, a#NAgencia de Inteligencia Externa Russa#Nque antes era parte da KGB	-16
4022	0x108f34	latin-1	110	But according to my sources, he was#Ndissatisfied with the rigid system of#Nthe KGB and wanted to get out.	Mas segundo minhas fontes, ele estava#Ninsatisfeito com o sistema rigido da#NKGB e queria sair	-16
4023	0x108fe5	latin-1	88	He's a gun fanatic and totally#Nobsessed with cowboy movies and#Nspaghetti westerns.	Ele eh um fanatico por armas e#Nobcecado com filmes de cowboy e#Nwestern spaghetti	-6
4024	0x109048	latin-1	118	He's also something of a sadist...he#Nlearned the most advanced torture#Ntechniques while he was with#NSpetsnaz.	tbm eh meio sadico.. aprendeu as#Ntecnicas de tortura mais avancadas#Nquando estava na Spetsnaz	-23
4025	0x1090dc	latin-1	107	Yeah, he had plenty of practice. The#NLubianka Prison is located right there#Ninside KGB headquarters.	Sim, teve muita pratica. A Prisao#NLubianka fica bem ali dentro do#Nquartel-general da KGB	-17
4026	0x10915e	latin-1	111	In a gunfight, reloading is usually the#Nmost dangerous time. But he loves it.#NUse that to your advantage.	Num tiroteio, recarregar eh geralmente#No momento mais perigoso. Mas ele#Nadora isso. Use isso a seu favor	-5
4027	0x1091d8	latin-1	135	You'll have to take him out when he's#Nreloading. Can you see where his#Nnumber of remaining bullets is#Ndisplayed on the screen?	Tera q elimina-lo quando estiver#Nrecarregando. Consegue ver onde o#Nnumero de balas restantes dele eh#Nmostrado na tela?	-14
4028	0x10926a	latin-1	51	Wait for the right moment and then#Ntake him out!	Espere o momento certo e entao#No elimine!	-9
4029	0x1092ab	shift_jis	9	)111		-9
4030	0x1092bc	shift_jis	7	)1 1		-7
4031	0x1092dc	latin-1	159	Make sure President Baker doesn't#Nget hurt. If he's killed, it's all over. #NTry not to cross over that yellow line or#Nyou might set off the explosion.	Certifique-se q o Presidente Baker#Nnao se machuque. Se ele morrer, acabou#Ntudo. Tente nao atravessar aquela linha#Namarela ou pode provocar a explosao	-7
4032	0x1093ba	latin-1	54	You might also try to faze him with#Na Stun Grenade.	Vc pode tentar atordoa-lo com#Numa Granada Atordoante	-1
4033	0x10942f	latin-1	96	If you get too close to Ocelot, he'll run#Naway and shoot you from distance.#NSo be careful.	Se chegar muito perto do Ocelot, ele#Nvai fugir e atirar de longe. Entao#Ncuidado	-15
4034	0x1094ce	latin-1	120	Don't forget that President Baker is#Nthere. He's wrapped up in C4, so#Ndon't use any type of explosive near#Nhim.	Nao esqueca q o Presidente Baker#Nesta la. Ele ta envolto em C4#Nentao nao use nenhum tipo de explosivo#Nperto dele	-5
4035	0x109924	latin-1	87	Snake, there are gun cameras set up#Nthere. If they detect you, they'll open#Nfire.	Snake, ha cameras armadas instaladas#Nla. Se te detectarem, vao abrir#Nfogo	-12
4036	0x109986	latin-1	90	Stay out of the cameras' field of vision.#NYou could also try to jam them with#NChaff.	Fique fora do campo de visao das#Ncameras. tbm pode tentar#Ninterferir com Chaff	-10
4037	0x109df3	latin-1	49	A minefield, huh.#NYou'll need a Mine Detector.	Um campo minado#NVc vai precisar de um Detector	-2
4038	0x109e2f	latin-1	73	Meryl knows the base like the back of#Nher hand. Why don't you ask her?	Meryl conhece a base como a palma#Nda mao. Pq nao pergunta p/ ela?	-7
4039	0x109e95	latin-1	61	A mine field, huh. Don't forget to use#Nyour mine detector.	Um campo minado. Nao esqueca de#Nusar detector minas	-9
4040	0x109edd	latin-1	74	When you find out where a mine is,#Ncrawl forward and try to recover it.	Quando descobrir onde ha uma mina#Nrasteje p/ frente e tente recupera-la	-2
4041	0x10a1fe	latin-1	64	Be careful. You absolutely must not#Nuse weapons in that area.	Cuidado. vc absolutamente nao deve#Nusar armas nessa area	-7
4042	0x10a756	shift_jis	33	Colonel, I saw your niece, but...	Cel., vi sua sobrinha, mas..	-5
4043	0x10a78b	shift_jis	15	Really? Where?	Serio? Onde?	-3
4044	0x10a7a5	shift_jis	33	She went in the ladies' bathroom.	Ela entrou no banheiro feminino	-2
4045	0x10a7d1	latin-1	70	That's strange. I saw her go in, but#Nnow she's nowhere to be found.	Que estranho. Vi ela entrar, mas#Nagora nao ta em lugar nenhum	-8
4046	0x10a840	latin-1	51	You'll just have to look in the stalls,#NI guess.	Tera q olhar nas cabines#Neu acho	-18
4047	0x10a87e	latin-1	47	I guess you're right.#NI'll take em in order.	Certo#NVou toma-las na ordem	-19
4048	0x10d0be	shift_jis	8	｢111		-8
4049	0x10d0d3	shift_jis	6	e1 1		-6
4050	0x10ec5f	latin-1	114	The guard is only human. He has to#Nsleep and go to the bathroom like the#Nrest of us. That'll be your chance.	O guarda eh apenas humano. Tem q#Ndormir e ir ao banheiro como o resto#Nde nos. Essa sera sua chance	-14
4051	0x10ecef	latin-1	63	Snake, don't worry. You'll have#Na chance to escape. Hang on.	Snake nao se preocupe. vc tera#Numa chance de escapar. Aguente	-1
4052	0x10ed7d	shift_jis	39	I don't know how, but the door is open.	Nao sei como, mas a porta ta aberta	-4
4053	0x10edaf	latin-1	56	I saw the silhouette of someone in#Nstealth cammies...	Vi a silhueta de alguem com#Ncamuflagem furtiva..	-7
4054	0x10edf2	latin-1	44	Stealth camouflage? Could it be#NEmmerich?	Camuflagem furtiva? Pode ser#No Emmerich?	-3
4055	0x10ee29	shift_jis	32	No, I don't think it was Otacon.	Nao, nao acho q era Otacon	-6
