offset	texto	tamanho_bytes	encoding	texto_traduzido
0x131cfd	A lot of people do not agree with that#Ninterpretation.	57	latin-1	Muitas pessoas não concordam com essa#Ninterpretação.
0x131d5f	The first sub-critical test was#Nperformed on July 2, 1997 at the#NNevada Nuclear Testing Facility.	103	latin-1	O primeiro teste subcrítico foi#Nrealizado em 2 de julho de 1997 na#NInstalação de Testes Nucleares de Nevada.
0x131dd1	After that, sub-critical testing became#Nextremely common, not only in#NAmerica, but in Russia and other#Ncountries too.	126	latin-1	Depois disso, testes subcríticos se tornaram#Nextremamente comuns, não só na#NAmérica, mas na Rússia e outros#Npaíses também.
0x131e5a	They say that the reason for the tests#Nis to ensure the safety and reliability#Nof the existing nuclear stockpile,	119	latin-1	Dizem que a razão para os testes#Né garantir a segurança e confiabilidade#Ndo estoque nuclear existente,
0x131edc	...but that is nothing more than a flimsy#Ncover story.	57	latin-1	...mas isso não é nada mais que uma#Ndesculpa frágil.
0x131f20	In reality, the danger of a nuclear#Nweapon exploding accidentally#Ndecreases over time.	92	latin-1	Na realidade, o perigo de uma arma#Nnuclear explodir acidentalmente#Ndiminui com o tempo.
0x131f87	It is clear that the real reason for#Nthese tests is to aid in the#Ndevelopment of new types of nuclear#Nweapons.	119	latin-1	É claro que a verdadeira razão para#Nestes testes é ajudar no#Ndesenvolvimento de novos tipos de armas#Nnucleares.
0x132009	Even the government admits that the#Ndata collected from those tests is#Nused in virtual reality simulation tests.	118	latin-1	Até o governo admite que os#Ndados coletados desses testes são#Nusados em testes de simulação virtual.
0x1320a8	That is amazing. Dr. Emmerich's father#Nparticipated in the Manhattan Project?	80	latin-1	Isso é incrível. O pai do Dr. Emmerich#Nparticipou do Projeto Manhattan?
0x132103	That was the secret World War II#Nproject responsible for the creation of#Nthe first atomic bomb.	101	latin-1	Esse foi o projeto secreto da Segunda#NGuerra Mundial responsável pela criação#Nda primeira bomba atômica.
0x132173	It had a huge budget, something like#Ntwo billion dollars. They brought in#N120,000 of the best and brightest#Nscientists and engineers to work on it.	156	latin-1	Tinha um orçamento enorme, algo como#Ndois bilhões de dólares. Trouxeram#N120.000 dos melhores e mais brilhantes#Ncientistas e engenheiros para trabalhar.
0x13221a	And we all know how that story ended.	37	shift_jis	E todos sabemos como essa história acabou.
0x13224a	In July of 1945, they exploded the first#Nnuclear device at Trinity, followed#Nshortly after by Hiroshima and#NNagasaki.	126	latin-1	Em julho de 1945, explodiram o primeiro#Ndispositivo nuclear em Trinity, seguido#Nlogo depois por Hiroshima e#NNagasaki.
0x1322d3	Trinity...the world was changed forever#Nthat day. Scientists and researchers#Ncould no longer pretend that their#Nhands were clean of blood.	147	latin-1	Trinity...o mundo mudou para sempre#Nnaquele dia. Cientistas e pesquisadores#Nnão podiam mais fingir que suas#Nmãos estavam limpas de sangue.
0x132371	Afterwards, the leader of the#NManhattan Project, J. Robert#NOppenheimer, said:	83	latin-1	Depois, o líder do#NProjeto Manhattan, J. Robert#NOppenheimer, disse:
0x1323cf	"The physicists have known sin, and#Nthis is a knowledge which they#Ncannot lose."	88	latin-1	"Os físicos conheceram o pecado, e#Neste é um conhecimento que eles#Nnão podem perder."
0x132450	When Dr. Emmerich designed the#Nnew Metal Gear prototype, he thought#Nhe was creating a mobile TMD#Nsystem. He is a very naive man.	137	latin-1	Quando Dr. Emmerich projetou o#Nnovo protótipo de Metal Gear, pensou#Nque estava criando um sistema#NTMD móvel. É um homem muito ingênuo.
0x1324e4	TMD stands for "Theater Missile#NDefense."	46	latin-1	TMD significa "Defesa de Mísseis#NTeatro."
0x13251d	They represent a shift in defense#Npriorities from dealing with the threat#Nof ICBMs from the former Soviet#NUnion,	121	latin-1	Representam uma mudança nas prioridades#Nde defesa de lidar com a ameaça#Nde ICBMs da antiga União#NSoviética,
0x1325a1	...to dealing with small scale regional#Nconflicts in the Third World.	72	latin-1	...para lidar com conflitos regionais#Nde pequena escala no Terceiro Mundo.
0x1325f4	Current TMD systems work by a#Ncombination of THAADs, theater high#Naltitude air defense, which intercept#Nmissiles outside of the atmosphere,	148	latin-1	Sistemas TMD atuais funcionam por uma#Ncombinação de THAADs, defesa aérea#Nde alta altitude teatral, que interceptam#Nmísseis fora da atmosfera,
0x132693	and Patriot-type missiles which#Nintercept missiles within#Nthe atmosphere.	79	latin-1	e mísseis tipo Patriot que#Ninterceptam mísseis dentro#Nda atmosfera.
0x1326ed	Dr. Emmerich was planning on them#Nusing Metal Gear as a low atmosphere#Nmobile missile interceptor unit.	109	latin-1	Dr. Emmerich planejava que usassem#NMetal Gear como uma unidade móvel#Ninterceptora de mísseis de baixa atmosfera.
0x132783	There are many in Russia as well as#NAmerica who are opposed to TMD#Nsystems...	83	latin-1	Há muitos na Rússia assim como#Nna América que são contra sistemas#NTMD...
0x1327e1	...because they say that it undermines#Nthe spirit of the ABM, the Anti-Ballistic#NMissile Treaty.	102	latin-1	...porque dizem que mina#No espírito do ABM, o Tratado#NAntimíssil Balístico.
0x132852	And there are also those who say that #Nthe ABM Treaty is a dinosaur left over#Nfrom the Cold War.	102	latin-1	E há também aqueles que dizem que#No Tratado ABM é um dinossauro restante#Nda Guerra Fria.
0x1328c3	They argue that the strategy of MAD#N(mutually assured destruction) should#Nbe maintained by limiting missile#Ndefense systems.	133	latin-1	Argumentam que a estratégia de MAD#N(destruição mutuamente assegurada) deveria#Nser mantida limitando sistemas#Nde defesa de mísseis.
0x132953	There was a big debate over it, but#Nultimately, under pressure from the#NDefense Industry who was looking to#Nexpand into new markets,	141	latin-1	Houve um grande debate sobre isso, mas#Nno final, sob pressão da#NIndústria de Defesa que buscava#Nexpandir para novos mercados,
0x1329eb	TMD systems were accepted as #Nan integral part of a modern military#Narsenal.	82	latin-1	sistemas TMD foram aceitos como#Nparte integral de um arsenal#Nmilitar moderno.
0x134da3	B§0B¢	9	latin-1	B§0B¢
0x134db0	2$#á0	11	latin-1	2$#á0
0x139058	°àæÀ	7	latin-1	°àæÀ
0x139066	.ﾐｴｰﾐ	9	shift_jis	.ﾐｴｰﾐ
0x13907b	ú¤ü8.`´xà	14	latin-1	ú¤ü8.`´xà
0x1390a7	(xÐ,@	20	latin-1	(xÐ,@
0x1390c3	9ªÄ/¹	7	latin-1	9ªÄ/¹
0x1390cf	,h*ü?®@	8	latin-1	,h*ü?®@
0x139107	,,;,;¬¿ün»¬,;¬,;¸/;¾8 ¤:®	30	latin-1	,,;,;¬¿ün»¬,;¬,;¸/;¾8 ¤:®
0x13912b	jª©¿þ	6	latin-1	jª©¿þ
0x13914f	k£©k«þ?êì;¡øoë®+R?ü*®¨/ðk®©¿þ	33	latin-1	k£©k«þ?êì;¡øoë®+R?ü*®¨/ðk®©¿þ
0x139173	®¸ü.®¹>þ¼ê¨<ïü,îì,îì.ßü-Îì,N¨	33	latin-1	®¸ü.®¹>þ¼ê¨<ïü,îì,îì.ßü-Îì,N¨
0x139197	+ªè?üªàªààkªé¿þkYé;ì*®¨?ü	33	latin-1	+ªè?üªàªààkªé¿þkYé;ì*®¨?ü
0x139206	*¤-?ø,	7	latin-1	*¤-?ø,
0x13921b	.z¨-/ü	7	latin-1	.z¨-/ü
0x139231	áÐëôê8,ý,9ô8?¶ôb	23	latin-1	áÐëôê8,ý,9ô8?¶ôb
0x139257	/ªôzxô<i¸à	18	latin-1	/ªôzxô<i¸à
0x139281	^.,,xô	15	latin-1	^.,,xô
0x139297	à/þ`é	7	latin-1	à/þ`é
0x1392ab	.©-þ	7	latin-1	.©-þ
0x1392c3	ú@ä~@x$	10	latin-1	ú@ä~@x$
0x1392e5	j@/à@´	8	latin-1	j@/à@´
0x1393d7	ª®-µ®=ê®¾û®<8®,º®,®,8-¿®.úm	33	latin-1	ª®-µ®=ê®¾û®<8®,º®,®,8-¿®.úm
0x139401	*¯ð/þ	6	latin-1	*¯ð/þ
0x139408	@«Ð,	9	latin-1	@«Ð,
0x1394b2	®¤ø(,	8	latin-1	®¤ø(,
0x1394be	¿þjë©Ãn®(ý	18	latin-1	¿þjë©Ãn®(ý
0x139c2c	R0B1	11	latin-1	R0B1
0x139c86	Snake, you cannot win without a sniper#Nrifle...you cannot save the girl either.	82	latin-1	Snake, você não pode vencer sem um rifle#Nde precisão...nem pode salvar a garota.
0x139ce3	Find a sniper rifle. It is the only way to#Nsave Meryl.	57	latin-1	Encontre um rifle de precisão. É a única#Nforma de salvar Meryl.
0x139d1f	]5õ0	12	latin-1	]5õ0
0x13d31b	`a0B1	11	latin-1	`a0B1
0x13d33b	`?`:0	12	latin-1	`?`:0
0x13d374	ｦ3ｯ@ﾃ	5	shift_jis	ｦ3ｯ@ﾃ
0x13d37a	It is so ironic. People are working as#Nslaves to pay for weapons that must#Nnever be used...weapons that target#Nthe people themselves. It is madness!	158	latin-1	É tão irônico. Pessoas trabalham como#Nescravos para pagar por armas que nunca#Ndevem ser usadas...armas que miram#Nnas próprias pessoas. É loucura!
0x13d421	91 1	7	shift_jis	91 1
0x13d441	In the 20th century, in order to be a#Nmilitary superpower, you had to first#Nbe an economic superpower.	108	latin-1	No século 20, para ser uma#Nsuperpotência militar, você tinha que ser#Nprimerio uma superpotência econômica.
0x13d4b8	But things changed toward the end of#Nthe century, after the collapse of#NCommunism.	88	latin-1	Mas as coisas mudaram no final do#Nséculo, após o colapso do#NComunismo.
0x13d51b	With all the surplus weapons and#Ntechnology floating around, even#Neconomically weak countries could#Nhave a powerful military.	134	latin-1	Com todas as armas excedentes e#Ntecnologia circulando, até mesmo#Npaíses economicamente fracos podiam#Nter um exército poderoso.
0x13d5ca	According to the military doctrine#Nwhich is the basis for NATO#Nexpansion,	79	latin-1	Segundo a doutrina militar#Nque é a base para a expansão#Nda OTAN,
0x13d624	...a preemptive nuclear strike may be#Nundertaken if there is a sufficient#Nthreat of a regional conflict spreading#Nto a large-scale war.	144	latin-1	...um ataque nuclear preventivo pode ser#Nrealizado se houver ameaça suficiente#Nde um conflito regional se espalhando#Npara uma guerra em larga escala.
0x13d6bf	In the face of all this NATO expansion,#NRussia might feel the need to flex#Ntheir nuclear muscles...	105	latin-1	Diante de toda essa expansão da OTAN,#Na Rússia pode sentir necessidade de mostrar#Nseus músculos nucleares...
0x13d733	...if only to show NATO that, even with#Ntheir aging arsenal and diminished#Narmy, they are still a major power.	116	latin-1	...nem que seja para mostrar à OTAN que,#Nmesmo com seu arsenal envelhecido e#Nexército diminuído, ainda são uma grande potência.
0x13d7d0	Russia could no longer pay enough#Nmoney to its leading scientists, so they#Nsold their weapons and weapons#Ntechnology to the highest bidders.	149	latin-1	A Rússia não podia mais pagar dinheiro#Nsuficiente aos seus principais cientistas,#Nentão venderam suas armas e tecnologia#Nbélica para quem pagasse mais.
0x13d870	NBC weapons flowed into the hands#Nof dictators and terrorists. The military#Nbalance of the world crumbled.	112	latin-1	Armas NBC fluíram para as mãos#Nde ditadores e terroristas. O equilíbrio#Nmilitar mundial desmoronou.
0x13d8e4	`3ｯ@ﾃ	5	shift_jis	`3ｯ@ﾃ
0x13d8ea	The world has never seen the balance#Nof power shift so quickly and #Ndramatically.	88	latin-1	O mundo nunca viu o equilíbrio#Nde poder mudar tão rápida e#Ndramaticamente.
0x13df36	9111	9	shift_jis	9111
0x140370	2òÂ0	11	latin-1	2òÂ0
0x143a26	³×0B1	11	latin-1	³×0B1
0x143a85	That was a close one. I didn't think#Nthey would go so far as to booby trap#Nyour equipment.#N...sneaky bastards.	120	latin-1	Foi por pouco. Não pensei#Nque iriam tão longe a ponto de armar#Nseu equipamento.#N...bastardos espertos.
0x143b29	Jｻ1 11	9	shift_jis	Jｻ1 11
0x143b4b	When you're in a dark place, #Nyou should use Night-Vision or#NThermal Goggles.	83	latin-1	Quando você está num lugar escuro,#Ndeveria usar Óculos de Visão Noturna#Nou Térmicos.
0x143bc5	Jﾁ1 1	7	shift_jis	Jﾁ1 1
0x143bf1	To beat that Hind, you need a SAM, #Na surface to air missile.	64	latin-1	Para derrotar aquele Hind, precisa de um SAM,#Num míssil superfície-ar.
0x143c3c	You cannot shoot it down with just#Nsmall arms fire. If only you had a#NStinger...	86	latin-1	Não pode derrubá-lo apenas com#Ntiros de armas pequenas. Se ao menos#Ntivesse um Stinger...
0x143cb0	Only a handful of pilots in the world#Ncould operate a Hind in a blizzard #Nlike this.	90	latin-1	Apenas um punhado de pilotos no mundo#Npoderiam operar um Hind numa nevasca#Ncomo esta.
0x143d15	The IR and night-vision equipment#Nwould be useless. He must be flying#Non manual. That means your Chaff#Nwon't work.	123	latin-1	O equipamento IV e de visão noturna#Nseria inútil. Deve estar voando#Nno manual. Isso significa que seu Chaff#Nnão funcionará.
0x143eb8	The Hind is still around. You'll need a#Nsurface to air missile to take him on.#NLike a Stinger or something...	115	latin-1	O Hind ainda está por aí. Precisará de#Num míssil superfície-ar para enfrentá-lo.#NComo um Stinger ou coisa assim...
0x1441c0	ｼ111	8	shift_jis	ｼ111
0x1441ec	0,111	9	shift_jis	0,111
0x1441fe	,1 1	7	shift_jis	,1 1
0x14421d	Your best chance is to hit him while #Nhe is circling, when his nose isn't#Npointed at you. That is your opening.#NShove a Stinger missile up his butt!	158	latin-1	Sua melhor chance é acertá-lo enquanto#Nele está circulando, quando o nariz não#Nestá apontado para você. Essa é sua abertura.#NEnfie um míssil Stinger no traseiro dele!
0x1442ed	>3ｯ@ﾃ	5	shift_jis	>3ｯ@ﾃ
0x1442f3	That machine gun can rip you#Nto shreds in seconds.	54	latin-1	Essa metralhadora pode despedaçar#Nvocê em segundos.
0x144334	When it is facing in your direction,#Nyou'd better hide in the shadows up#Nthere.	85	latin-1	Quando estiver virado na sua direção,#Né melhor se esconder nas sombras#Nlá em cima.
0x1443b1	You cannot move while operating your#NStinger missile.	57	latin-1	Você não pode se mover enquanto opera#Nseu míssil Stinger.
0x1443f5	Focus your sights on that bird as soon#Nas it shows its tail. When its gun turret#Nis aimed at you, quickly hide in the#Nshadows.	135	latin-1	Foque sua mira naquela ave assim que#Nmostrar a cauda. Quando sua torre de artilharia#Nestiver apontada para você, esconda-se rapidamente#Nnas sombras.
0x144480	(3ｯ@ﾃ	5	shift_jis	(3ｯ@ﾃ
0x144487	Use your R1 Button effectively.	31	shift_jis	Use seu Botão R1 efetivamente.
0x1444ce	That Hind is equipped with infrared#Nand night-vision equipment.#NIt can fly even in pitch darkness.#NBut there's one thing...	133	latin-1	Aquele Hind é equipado com equipamento#Ninfravermelho e de visão noturna.#NPode voar mesmo na escuridão total.#NMas há uma coisa...
0x144653	,1 1	7	shift_jis	,1 1
0x144d14	ç5õ0	12	latin-1	ç5õ0
0x148310	jë0B1	11	latin-1	jë0B1
0x148330	jÉjÄ0	12	latin-1	jÉjÄ0
0x148370	So the terrorist's intentionally set their#Ndeadline to coincide with the signing#Nof the START 3 Accord...	111	latin-1	Então os terroristas intencionalmente marcaram#Nseu prazo para coincidir com a assinatura#Ndo Acordo START 3...
0x1483ea	According to the terms of START 3,#Nboth Russia and the U.S. are to#Nreduce the number...	93	latin-1	Segundo os termos do START 3,#Ntanto a Rússia quanto os EUA devem#Nreduzir o número...
0x148452	...of their nuclear warheads in#Ndeployment to between 2,000#Nand 2,500 missiles.	85	latin-1	...de suas ogivas nucleares em#Nposicionamento para entre 2.000#Ne 2.500 mísseis.
0x1484b2	The current President has not yet had#Nany major foreign policy successes.	76	latin-1	O Presidente atual ainda não teve#Nnenhuim grande sucesso de política externa.
0x148509	His term will be up soon and the word#Nat the White House is that he#Ndesperately wants this one for#Nthe history books.	126	latin-1	Seu mandato acabará em breve e dizem#Nna Casa Branca que ele#Ndesperadamente quer este para#Nos livros de história.
0x148591	Typical politician...	22	shift_jis	Político típico...
0x1485ab	;3ｯ@ﾃ	5	shift_jis	;3ｯ@ﾃ
0x1485b1	It is a big concern for him and#Nhis supporters.	51	latin-1	É uma grande preocupação para ele#Ne seus apoiadores.
0x1485ed	51 1	7	shift_jis	51 1
0x14860d	The signing of the START 3 was#Ndependent on ratification of#Nthe START 2.	78	latin-1	A assinatura do START 3 dependia#Nda ratificação do#NSTART 2.
0x148666	But MIRVs were the most important#Nweapon in Russian arsenal.	63	latin-1	Mas MIRVs eram a arma mais importante#Nno arsenal russo.
0x1486b0	Naturally, the conservatives in the#NRussian Parliament were greatly#Nopposed to disarming them.	100	latin-1	Naturalmente, os conservadores no#NParlamento Russo eram muito#Ncontra desarmá-los.
0x14871f	The expansion of NATO, along with#Ntension caused by disagreements...	71	latin-1	A expansão da OTAN, junto com#Ntensão causada por discordâncias...
0x148771	over the application of the ABM Treaty#Nwith regards to TMD systems made#Nratification in the 1990's difficult.	115	latin-1	sobre a aplicação do Tratado ABM#Ncom relação a sistemas TMD tornou#Na ratificação nos anos 1990 difícil.
0x1487ef	It took a tremendous amount of#Npressure and secret negotiations to#Nget the Russians to sign the START 3#Ntomorrow.	122	latin-1	Levou uma quantidade tremenda de#Npressão e negociações secretas para#Nconvencer os russos a assinar o START 3#Namanhã.
0x148874	But the political situation in Russia is#Ntenuous at best and one small#Nincident could bring the signing to#Na crashing halt.	132	latin-1	Mas a situação política na Rússia é#Ntensa na melhor das hipóteses e um pequeno#Nincidente poderia trazer a assinatura a#Numa parada brusca.
0x148903	If the Russians learn that America has#Nsecretly developed a new type of#Nnuclear weapon, there is no telling#Nhow they might react.	138	latin-1	Se os russos descobrirem que a América#Ndesenvolveu secretamente um novo tipo de#Narma nuclear, não há como saber#Ncomo podem reagir.
0x148998	World opinion will be strongly against#Nus too.	49	latin-1	A opinião mundial também será fortemente#Ncontra nós.
0x1489d3	That Liquid Snake is a smart one...he#Nknows the political climate. His actions#Nwere obviously very well calculated...	124	latin-1	Esse Liquid Snake é esperto...ele#Nconhece o clima político. Suas ações#Nforam obviamente muito bem calculadas...
0x148a78	It is true that the signing of START 3#Nwould mean a reduction in nuclear#Nmissiles,	88	latin-1	É verdade que a assinatura do START 3#Nsignificaria uma redução em mísseis#Nnucleares,
0x148adb	but it would still leave between 4,000#Nto 5,000 missiles between the US and#NRussia alone.	95	latin-1	mas ainda deixaria entre 4.000#Na 5.000 mísseis entre EUA e#NRússia sozinhos.
0x148b45	That is more than enough to destroy#Nevery living thing on this planet#Nseveral times over.	95	latin-1	Isso é mais que suficiente para destruir#Ntudo vivo neste planeta#Nvários vezes.
0x148baf	There is a big difference between#Nnuclear reduction and nuclear#Nelimination.	82	latin-1	Há uma grande diferença entre#Nredução nuclear e eliminação#Nnuclear.
0x148c2a	Negotiations for START 3 began in#Nthe late 1990's.	53	latin-1	Negociações para o START 3 começaram#Nno final dos anos 1990.
0x148c6a	The Russian President had actually#Nbeen pushing for a much more#Nambitious arms reduction pact, but#Nit was rejected by the Americans.	141	latin-1	O Presidente Russo na verdade#Nestava pressionando por um pacto de#Nredução de armas muito mais ambicioso,#Nmas foi rejeitado pelos americanos.
0x148d01	America was the sole remaining#Nsuperpower on the Earth and they#Nwere not too eager to give up the title.	111	latin-1	A América era a única superpotência#Nrestante na Terra e não estavam#Nmuito ansiosos para abrir mão do título.
0x148d7b	The fact is in the history of the world,#Nno dominant power has ever willingly#Ngiven up the reigns of that power.	118	latin-1	O fato é que na história do mundo,#Nnenhum poder dominante jamais abriu#Nmão voluntariamente das rédeas desse poder.
0x148df5	E3ｯ@ﾃ	5	shift_jis	E3ｯ@ﾃ
0x148dfc	...in the case of the US, that means#Nnuclear superiority.	60	latin-1	...no caso dos EUA, isso significa#Nsuperioridade nuclear.
0x148e61	There has been a lot of effort to#Nreduce the number of strategic#Nnuclear weapons,...	90	latin-1	Houve muito esforço para#Nreduzir o número de armas#Nnucleares estratégicas,...
0x148ec6	but even today, there is no treaty#Nlimiting tactical nuclear weapons.	72	latin-1	mas mesmo hoje, não há tratado#Nlimitando armas nucleares táticas.
0x148f19	It may look from the outside that the#Nworld is disarming, but in fact nuclear#Nweapons are not going anywhere soon.	120	latin-1	Pode parecer de fora que o#Nmundo está se desarmando, mas na verdade armas#Nnucleares não vão a lugar nenhum tão cedo.
0x148fba	The Nuclear Age is not over yet. As#Nlong as one country in the world has#Nnuclear weapons, they will never go#Naway.	123	latin-1	A Era Nuclear ainda não acabou. Enquanto#Num país no mundo tiver#Narmas nucleares, elas nunca irão#Nembora.
0x14caad	#J0#E	9	latin-1	#J0#E
0x14f4a5	©¢0B1	11	latin-1	©¢0B1
0x14f4df	=111	7	shift_jis	=111
0x14f4ff	My God, you actually shot down#Nthat Hind...	46	latin-1	Meu Deus, você realmente derrubou#Naquele Hind...
0x14f532	ｴ0+1	8	shift_jis	ｴ0+1
0x14f54c	{!Ê÷;	5	latin-1	{!Ê÷;
0x14f553	You're the one who said I could do it#Nwith a Stinger.#N...You didn't really think I had a#Nchance, did you?	114	latin-1	Você foi quem disse que eu podia fazer#Nisso com um Stinger.#N...Você realmente não achou que eu tinha#Numa chance, achou?
0x14f5d0	It is not that...	17	shift_jis	Não é isso...
0x14f5fa	Well after all, that Hind shot down two#NF-16s.	49	latin-1	Bem, afinal, aquele Hind derrubou dois#NF-16s.
0x14f636	It is hard to believe that after doing#Nthat it got taken out by just one#Nman...nice going, Snake.	103	latin-1	É difícil acreditar que depois de fazer#Nisso foi abatido por apenas um#Nhomem...bom trabalho, Snake.
0x14f6f2	Stealth camouflage? #NYes. That is the new material, recently #Ndeveloped, which hides a person's #Nbody by bending light.	129	latin-1	Camuflagem stealth?#NSim. Esse é o novo material, recentemente#Ndesenvolvido, que esconde o corpo#Nde uma pessoa curvando a luz.
0x14f77e	I think you should ask the person who#Ninvented it.	53	latin-1	Acho que você deveria perguntar à pessoa#Nque inventou.
0x14f7e3	Use the Thermal Goggles like#NDr. Emmerich said.	50	latin-1	Use os Óculos Térmicos como#NDr. Emmerich disse.
0x14f832	If you don't have Thermal Goggles, #Nthere is not much you can do.	68	latin-1	Se você não tem Óculos Térmicos,#Nnão há muito que possa fazer.
0x14f881	Try to watch for a faint disturbance #Nin the air. That's where your stealth#Nsoldiers are.	95	latin-1	Tente observar por uma perturbação sutil#Nno ar. É onde seus soldados#Nstealth estão.
0x14f917	Snake, to get to the underground#Nbase, you have to get past the#Nsnowfield where Sniper Wolf is#Nwaiting.	112	latin-1	Snake, para chegar à base#Nsubterrânea, você tem que passar pelo#Ncampo de neve onde Sniper Wolf está#Nesperando.
0x14f992	You will have to take care of her to#Ncomplete your mission.	62	latin-1	Você terá que cuidar dela para#Ncompletar sua missão.
0x14fa16	It looks like, Raven's holding an#NM61A1 20 mm. multi-turreted machine#Ngun. They're usually mounted on F16s.	113	latin-1	Parece que Raven está segurando uma#Nmetralhadora M61A1 20 mm. multi-torre.#NGeralmente são montadas em F16s.
0x14fa92	With its 6 rotating turrets, it can fire#N4000 20 mm. rounds per minute. And#Nit's accurate, too.	101	latin-1	Com suas 6 torres rotativas, pode disparar#N4000 tiros de 20 mm. por minuto. E#Né precisa também.
0x14fb02	If you come at him from the front he#Nwill turn you into borscht.	67	latin-1	Se você vier pela frente ele#Nvai transformá-lo em borscht.
0x14fb72	Stay out of his way. You have to#Nhide and attack. Try a Remote#NControlled Missile or your C4#Nexplosives.	113	latin-1	Fique fora do caminho dele. Você tem que#Nse esconder e atacar. Tente um Míssil#NControlado Remotamente ou seus explosivos#NC4.
0x14fbe8	¢]5õ0	12	latin-1	¢]5õ0
0x1531e4	la0B1	11	latin-1	la0B1
0x153204	l?l:0	12	latin-1	l?l:0
0x15388c	eµe°0	12	latin-1	eµe°0
0x1538a1	&Ì&0	10	latin-1	&Ì&0
0x153b73	61 1	7	shift_jis	61 1
0x153b93	There is no doubt about it. After the#NCold War ended, the chance of a#Nfull-scale world-wide nuclear#Nconflagration was diminished.	138	latin-1	Não há dúvida sobre isso. Depois que a#NGuerra Fria terminou, a chance de uma#Nconflagração nuclear mundial#Nem larga escala diminuiu.
0x153c28	But on the other hand, the chances of#Nlocal, tactical use of nuclear weapons#Ngreatly increased.	101	latin-1	Mas por outro lado, as chances de#Nuso local, tático de armas nucleares#Naumentaram muito.
0x153c98	Civil wars, revolutions, regional#Ndisputes...it seems like there is a#Nnew war popping up somewhere every#Nday,	118	latin-1	Guerras civis, revoluções, disputas#Nregionais...parece que há uma#Nnova guerra surgindo em algum lugar#Ntodos os dias,
0x153d19	and many of them are the result of#Ncenturies-old hatred between#Ndifferent ethnic or religious groups.	107	latin-1	e muitas delas são resultado de#Nódio secular entre#Ndiferentes grupos étnicos ou religiosos.
0x153d8f	These people do not think rationally#Nor logically.	53	latin-1	Essas pessoas não pensam racionalmente#Nou logicamente.
0x153dcf	In such conflicts, there is no concern#Nfor the high civilian casualty rate and#Ninternational criticism means little.	122	latin-1	Em tais conflitos, não há preocupação#Ncom a alta taxa de baixas civis e#Ncríticas internacionais significam pouco.
0x153e54	A nuclear deterrent is meaningless#Nbecause emotions run so hot.	66	latin-1	Um dissuasor nuclear é sem sentido#Nporque as emoções ficam tão exaltadas.
0x153ea1	Furthermore, unlike strategic nuclear#Nmissiles, the decision to use tactical#Nnuclear missiles is in some cases left#Nup to battlefield commanders.	154	latin-1	Além disso, diferente de mísseis nucleares#Nestratégicos, a decisão de usar mísseis#Nnucleares táticos é em alguns casos deixada#Npara comandantes de campo de batalha.
0x153f46	It is pretty scary.	19	shift_jis	É bem assustador.
0x153f63	As long as nuclear weapons continue#Nto proliferate, the chances that#Nsomeone is going to use them will also#Ncontinue to grow...	137	latin-1	Enquanto armas nucleares continuarem#Na proliferar, as chances de que#Nalguém vá usá-las também#Ncontinuarão a crescer...
0x154015	Ironically, the policy of nuclear#Ndeterrence has prevented #Nthe elimination of nuclear weapons.	101	latin-1	Ironicamente, a política de dissuasão#Nnuclear tem impedido#Na eliminação de armas nucleares.
0x154085	The entire basis for determining them#Nto be illegal has been undermined by#Nthis military policy.	102	latin-1	Toda a base para determiná-las#Ncomo ilegais foi minada por#Nesta política militar.
0x1540f6	In other words, nuclear weapons#Ncannot be declared illegal because#Nwe have an entrenched policy which#Nmakes them legal ipso facto.	139	latin-1	Em outras palavras, armas nucleares#Nnão podem ser declaradas ilegais porque#Ntemos uma política estabelecida que#Nas torna legais ipso facto.
0x1541aa	America and Russia are not the only#Ncountries with nuclear weapons.	70	latin-1	América e Rússia não são os únicos#Npaíses com armas nucleares.
0x1541fb	During the Cold War, the UK, France#Nand China publicly declared the#Nexistence of their own nuclear#Narsenals.	117	latin-1	Durante a Guerra Fria, Reino Unido, França#Ne China publicamente declararam a#Nexistência de seus próprios arsenais#Nnucleares.
0x15427b	Since we entered the 21st century,	34	shift_jis	Desde que entramos no século 21,
0x1542a8	we have confirmed the existence of#Nnuclear weapons programs in#Ncountries throughout Africa, the#NMiddle East, South America and Asia.	141	latin-1	confirmamos a existência de#Nprogramas de armas nucleares em#Npaíses por toda África, Oriente#NMédio, América do Sul e Ásia.
0x154340	Nukes are steadily proliferating. #NThe 21st century is paying for the 20th#Ncentury's failure to plug the holes in#Nthe NPT (Non-Proliferation Treaty)	157	latin-1	Armas nucleares estão proliferando constantemente.#NO século 21 está pagando pela falha do século 20#Nem tapar os buracos no#NNPT (Tratado de Não-Proliferação)
0x1543e8	and for the IAEA's failure to tighten#Nnuclear control measures.	66	latin-1	e pela falha da AIEA em apertar#Nas medidas de controle nuclear.
0x154453	The IAEA (International Atomic Energy#NAgency) was established in 1957 to#Noversee peaceful as well as military#Napplications of atomic power.	148	latin-1	A AIEA (Agência Internacional de Energia#NAtômica) foi estabelecida em 1957 para#Nsuperviser aplicações pacíficas assim como#Nmilitares do poder atômico.
0x1544f2	But the IAEA can only investigate#Nthose countries which request an#Ninvestigation.	87	latin-1	Mas a AIEA só pode investigar#Naqueles países que solicitam uma#Ninvestigação.
